Region,Sales Channel,Company/Provider,Category,Segment,Volume Sales (Liters),Avg Price Per Liter (VND),Growth Rate (%),Numeric Distribution (%),Weighted Distribution (%),Out-of-Stock Rate (%),Market Share (%),Share of Shelf (%),Trial Rate (%),Repeat Rate (%),Sales Value (USD),Time,Volume Sales (Raw),Innovation Type
North,Modern Trade,BigCo,Soft Drinks,Sparkling Water,72577,19701,10.5,93.68,62.1,43.02,18.2,8.98,56.99,26.86,300000.50,2020-12,70000 liters,Repackage
north,Modern Trade,SmallBrand,soft drinks,Green Tea,54992,16142,0,98.77,58.22,27.11,11.8,18.14,38.66,31.6,string_value,2020-12,70 kiloliters,New Flavor
SOUTH,Modern Trade,FreshDrinks,TEA,Sparkling Water,109059,15481,-2.5,43.86,61.32,34.48,9.12,16.89,40.79,27.8,300000.50,August 2021,70000 liters,Upsize
south,Modern Trade,MegaBeverages,SOFT DRINKS,Flavored Water,100119,12622,5.0,39.39,85.43,23.47,8.94,21.51,43.04,41.38,500000.0,2022-03,85 kiloliters,Upsize
central,Modern Trade,BigCo,soft drinks,Herbal Tea,59854,13216,5.0,33.95,20.6,21.98,6.07,32.76,40.09,48.37,300000.50,2021-08-01,85000 liters,Upsize
north,Traditional Trade,MegaBeverages,Soft Drinks,Green Tea,69813,10169,5.0,90.78,23.35,22.31,10.44,23.04,45.12,32.98,500000.0,2020-12,70000 liters,New Segment
Central,Traditional Trade,BigCo,soft drinks,Sparkling Water,48036,27980,0,50.63,33.4,20.55,6.78,34.17,62.74,33.69,500000.0,2020-12,70000 liters,Downsize
SOUTH,Traditional Trade,SmallBrand,water,Green Tea,76729,11129,10.5,30.13,31.71,26.93,19.38,21.7,71.27,20.69,100000,2022-03,85 kiloliters,New Flavor
NORTH,Traditional Trade,MegaBeverages,water,Herbal Tea,81870,13787,5.0,45.67,32.68,12.52,17.5,24.95,73.09,36.34,string_value,2020-12,70 kiloliters,New Flavor
NORTH,Traditional Trade,MegaBeverages,TEA,Sparkling Water,29628,18749,5.0,53.83,67.04,44.55,12.1,18.62,38.15,41.2,100000,2020-12,70 kiloliters,New Segment
SOUTH,Modern Trade,MegaBeverages,TEA,Sparkling Water,69195,12056,5.0,99.37,52.16,16.65,10.45,33.28,24.97,26.69,100000,2020-12,85000 liters,Upsize
south,Modern Trade,BigCo,TEA,Green Tea,54312,18060,5.0,66.65,89.42,7.38,7.89,37.11,41.2,20.78,300000.50,2020-12,85 kiloliters,Repackage
South,Modern Trade,FreshDrinks,Soft Drinks,Green Tea,111885,15325,10.5,44.33,35.88,4.83,16.53,26.29,41.95,31.16,300000.50,August 2021,70 kiloliters,Upsize
SOUTH,Modern Trade,FreshDrinks,Soft Drinks,Flavored Water,45192,16617,10.5,53.44,41.76,0.67,27.65,33.19,32.65,44.59,500000.0,August 2021,85000 liters,New Segment
South,Modern Trade,FreshDrinks,water,Herbal Tea,81653,17138,10.5,53.12,88.9,21.14,20.89,4.24,19.89,35.57,300000.50,2021/11/15,85000 liters,Completely New
NORTH,Traditional Trade,BigCo,WATER,Flavored Water,19211,15225,0,31.38,78.22,9.38,22.59,36.43,66.16,35.94,300000.50,2021-08-01,70 kiloliters,Downsize
SOUTH,Traditional Trade,MegaBeverages,TEA,Sparkling Water,47583,15379,10.5,39.46,52.89,1.08,25.2,9.18,21.24,29.29,1200000,2022-03,85 kiloliters,Upsize
north,Traditional Trade,MegaBeverages,Water,Green Tea,38728,24741,15.0,78.66,58.82,26.0,11.2,11.75,41.59,42.64,500000.0,2021/11/15,70000 liters,Downsize
north,Traditional Trade,TinyStartups,Water,Sparkling Water,29380,17069,15.0,38.42,79.02,34.0,2.82,4.03,51.97,38.45,500000.0,August 2021,70 kiloliters,Downsize
south,Modern Trade,MegaBeverages,WATER,Sparkling Water,21295,22354,15.0,46.15,53.67,4.29,19.05,38.69,53.85,44.52,1200000,August 2021,70000 liters,Downsize
South,Modern Trade,MegaBeverages,WATER,Diet Soda,51863,13424,15.0,54.55,34.42,23.05,6.47,34.38,46.76,39.59,500000.0,August 2021,70000 liters,New Flavor
north,Modern Trade,FreshDrinks,Water,Diet Soda,35482,19829,10.5,83.04,77.99,37.18,17.5,36.7,71.54,42.14,string_value,2021/11/15,85 kiloliters,Downsize
south,Traditional Trade,FreshDrinks,Tea,Sparkling Water,81792,11938,10.5,70.77,57.64,49.29,22.45,34.19,69.01,43.07,string_value,August 2021,85 kiloliters,New Flavor
SOUTH,Modern Trade,MegaBeverages,TEA,Green Tea,48578,19146,5.0,78.23,30.71,33.36,23.73,20.22,71.68,38.72,1200000,2021/11/15,85000 liters,New Flavor
SOUTH,Traditional Trade,MegaBeverages,water,Sparkling Water,30866,15705,10.5,69.69,55.39,12.24,9.75,37.12,38.17,28.56,300000.50,August 2021,85 kiloliters,Downsize
central,Modern Trade,MegaBeverages,tea,Diet Soda,43113,17124,-2.5,77.85,48.92,35.83,15.86,38.84,47.19,24.69,string_value,2020-12,85000 liters,New Flavor
north,Modern Trade,TinyStartups,soft drinks,Green Tea,43870,10993,-2.5,30.2,81.38,29.9,19.01,21.1,45.13,24.3,1200000,2020-12,70 kiloliters,New Segment
Central,Traditional Trade,MegaBeverages,water,Sparkling Water,84821,11479,15.0,95.16,28.82,10.59,24.76,8.67,47.94,45.6,string_value,2021-08-01,70000 liters,Repackage
South,Modern Trade,SmallBrand,SOFT DRINKS,Herbal Tea,45472,12150,unknown,37.76,81.26,42.56,23.08,27.03,51.05,20.0,100000,August 2021,85 kiloliters,Completely New
CENTRAL,Modern Trade,MegaBeverages,tea,Herbal Tea,38582,23476,0,58.44,55.85,21.37,29.65,39.07,68.17,38.84,1200000,2021-08-01,70 kiloliters,Downsize
South,Traditional Trade,SmallBrand,tea,Sparkling Water,110458,18308,10.5,83.97,48.31,48.1,1.23,35.14,22.08,37.9,500000.0,2021/11/15,85000 liters,Upsize
central,Modern Trade,TinyStartups,Soft Drinks,Green Tea,50940,9822,5.0,60.47,31.34,36.15,13.69,34.75,26.29,42.99,string_value,2021-08-01,85 kiloliters,Upsize
south,Traditional Trade,MegaBeverages,tea,Sparkling Water,90778,12979,5.0,96.28,69.06,32.23,8.43,37.49,39.37,49.92,500000.0,August 2021,70000 liters,Upsize
CENTRAL,Modern Trade,TinyStartups,Water,Sparkling Water,89977,16225,15.0,62.73,84.88,36.42,4.48,35.97,57.56,34.18,1200000,2021/11/15,70 kiloliters,New Flavor
central,Modern Trade,BigCo,Soft Drinks,Diet Soda,82770,10112,5.0,91.25,46.28,23.9,27.43,31.5,50.58,39.2,string_value,2021/11/15,85 kiloliters,Upsize
central,Modern Trade,SmallBrand,WATER,Herbal Tea,58139,18168,0,86.76,36.91,25.26,29.94,29.29,54.99,21.88,500000.0,2020-12,85 kiloliters,New Segment
north,Modern Trade,FreshDrinks,SOFT DRINKS,Diet Soda,55236,18469,0,98.67,58.84,42.56,6.24,12.06,47.87,45.04,300000.50,2021/11/15,70 kiloliters,New Flavor
central,Modern Trade,BigCo,TEA,Diet Soda,78731,18758,15.0,94.86,75.73,34.05,2.11,25.61,45.08,26.72,300000.50,2021/11/15,85000 liters,New Flavor
North,Modern Trade,FreshDrinks,SOFT DRINKS,Sparkling Water,51923,21434,unknown,92.87,20.26,44.86,8.98,21.82,28.89,37.14,100000,2021-08-01,85000 liters,New Segment
South,Modern Trade,SmallBrand,Soft Drinks,Diet Soda,38599,10692,15.0,81.21,64.2,44.54,25.21,34.75,27.23,35.61,1200000,2021/11/15,85 kiloliters,New Flavor
Central,Modern Trade,BigCo,WATER,Herbal Tea,32397,11302,15.0,55.69,61.76,48.82,9.52,20.69,60.05,21.2,500000.0,2022-03,85000 liters,New Flavor
South,Traditional Trade,MegaBeverages,Tea,Diet Soda,64077,13564,10.5,37.43,42.27,35.01,2.65,6.85,77.5,33.41,100000,2020-12,85000 liters,New Flavor
South,Traditional Trade,FreshDrinks,WATER,Herbal Tea,45414,24376,10.5,78.21,51.6,25.12,2.52,2.19,58.66,26.74,1200000,2020-12,70 kiloliters,New Segment
CENTRAL,Modern Trade,TinyStartups,tea,Diet Soda,50561,6923,10.5,98.51,37.29,8.32,13.4,27.76,30.54,30.7,300000.50,2021/11/15,85000 liters,Downsize
north,Modern Trade,MegaBeverages,water,Herbal Tea,46582,19833,unknown,80.86,75.29,35.27,28.02,22.9,61.52,40.98,500000.0,2021-08-01,85000 liters,Downsize
CENTRAL,Traditional Trade,BigCo,Soft Drinks,Diet Soda,85710,20404,5.0,95.01,64.42,14.58,9.29,14.58,47.64,35.09,string_value,2020-12,70 kiloliters,New Flavor
south,Modern Trade,BigCo,water,Diet Soda,24485,11530,0,86.3,57.29,14.15,13.39,8.42,67.14,27.32,300000.50,2020-12,85 kiloliters,Downsize
south,Modern Trade,MegaBeverages,tea,Green Tea,23921,8057,5.0,41.42,47.48,11.91,3.96,19.74,37.96,29.84,string_value,2022-03,85 kiloliters,Downsize
central,Traditional Trade,MegaBeverages,Tea,Herbal Tea,89205,13820,5.0,47.44,40.4,43.76,15.31,5.81,25.86,39.54,string_value,2021/11/15,70 kiloliters,Upsize
NORTH,Modern Trade,SmallBrand,soft drinks,Herbal Tea,53349,11559,0,53.93,77.59,43.4,21.2,14.77,18.07,30.22,500000.0,2020-12,70000 liters,Upsize
north,Modern Trade,BigCo,tea,Herbal Tea,31902,30138,10.5,41.78,51.6,31.55,8.86,16.41,25.62,36.53,500000.0,2020-12,70 kiloliters,Downsize
south,Traditional Trade,FreshDrinks,water,Flavored Water,132756,11544,15.0,70.72,55.1,23.65,9.6,19.69,39.55,25.36,string_value,2020-12,70000 liters,Upsize
South,Modern Trade,BigCo,SOFT DRINKS,Diet Soda,31412,20474,5.0,98.28,56.46,33.61,25.42,19.73,24.2,48.23,100000,2020-12,85000 liters,Downsize
North,Modern Trade,BigCo,Tea,Herbal Tea,88431,9804,-2.5,83.3,51.39,30.36,1.3,11.77,57.29,47.9,string_value,2021-08-01,85 kiloliters,New Flavor
central,Traditional Trade,MegaBeverages,TEA,Flavored Water,29199,15088,5.0,59.64,37.93,20.79,19.46,34.31,65.96,23.43,string_value,August 2021,70000 liters,Downsize
South,Modern Trade,MegaBeverages,water,Green Tea,70300,7488,-2.5,30.32,28.42,18.98,12.42,15.51,53.4,29.12,500000.0,2022-03,70000 liters,Upsize
NORTH,Traditional Trade,FreshDrinks,water,Herbal Tea,103082,11117,unknown,51.93,26.9,19.14,9.65,10.72,46.14,23.96,1200000,2021-08-01,85000 liters,Upsize
south,Modern Trade,SmallBrand,SOFT DRINKS,Herbal Tea,67335,12280,15.0,66.87,73.02,29.46,20.07,8.68,31.5,23.35,300000.50,2022-03,85 kiloliters,Upsize
CENTRAL,Modern Trade,FreshDrinks,tea,Flavored Water,47984,15764,10.5,52.7,35.65,32.38,25.21,14.26,30.89,20.2,500000.0,2020-12,85000 liters,Repackage
North,Traditional Trade,SmallBrand,Water,Diet Soda,86505,22827,15.0,37.77,23.9,22.59,17.19,4.57,43.27,45.69,100000,2022-03,85 kiloliters,Repackage
South,Traditional Trade,TinyStartups,Soft Drinks,Green Tea,33024,8996,5.0,60.99,75.83,48.43,1.9,3.25,46.55,27.99,300000.50,2021/11/15,85 kiloliters,Downsize
CENTRAL,Modern Trade,MegaBeverages,Tea,Herbal Tea,30998,10715,10.5,47.73,30.78,4.19,14.38,25.0,37.89,34.81,500000.0,2021/11/15,85000 liters,New Segment
south,Traditional Trade,TinyStartups,tea,Diet Soda,61305,10828,-2.5,93.65,63.76,17.35,14.42,25.53,35.3,39.49,500000.0,August 2021,70000 liters,New Flavor
Central,Traditional Trade,FreshDrinks,Soft Drinks,Green Tea,65890,17676,10.5,37.12,43.71,20.95,16.77,22.12,23.61,29.78,1200000,August 2021,70 kiloliters,New Segment
Central,Modern Trade,BigCo,Soft Drinks,Sparkling Water,131110,11319,15.0,33.44,28.85,0.85,20.46,30.97,21.12,26.72,100000,2022-03,85 kiloliters,Upsize
North,Modern Trade,FreshDrinks,water,Sparkling Water,46563,17531,0,30.37,49.01,18.25,1.56,3.49,30.57,48.33,100000,2021-08-01,85 kiloliters,Upsize
CENTRAL,Modern Trade,BigCo,TEA,Green Tea,43127,17924,15.0,52.96,21.04,13.69,15.56,37.57,66.75,25.92,500000.0,2021-08-01,70 kiloliters,New Flavor
SOUTH,Traditional Trade,MegaBeverages,TEA,Flavored Water,64515,15576,unknown,76.23,78.87,25.3,18.06,5.61,62.73,32.51,1200000,2020-12,70 kiloliters,New Flavor
Central,Traditional Trade,FreshDrinks,tea,Green Tea,50856,18159,-2.5,81.13,55.94,16.82,10.96,27.61,63.63,38.23,500000.0,2021-08-01,85000 liters,New Flavor
central,Traditional Trade,BigCo,Soft Drinks,Green Tea,30451,19767,-2.5,61.73,29.74,36.31,20.38,7.07,33.11,30.86,string_value,August 2021,85 kiloliters,New Flavor
NORTH,Traditional Trade,BigCo,WATER,Flavored Water,48157,12696,15.0,77.9,36.59,25.5,7.62,35.44,72.34,29.64,string_value,2021-08-01,85000 liters,New Flavor
central,Modern Trade,SmallBrand,TEA,Flavored Water,57086,16560,unknown,55.19,51.36,6.49,10.2,21.41,46.11,43.02,1200000,2020-12,70 kiloliters,New Segment
CENTRAL,Traditional Trade,FreshDrinks,SOFT DRINKS,Diet Soda,66183,20058,5.0,76.75,33.22,37.5,28.92,5.13,52.78,21.26,500000.0,2021/11/15,85000 liters,New Flavor
SOUTH,Modern Trade,BigCo,tea,Diet Soda,75454,16527,5.0,32.84,38.8,4.96,11.09,25.44,21.38,39.59,1200000,2021-08-01,85 kiloliters,Upsize
north,Traditional Trade,FreshDrinks,WATER,Flavored Water,48887,15323,10.5,57.35,57.41,41.95,11.05,2.35,53.82,38.28,500000.0,2021-08-01,70000 liters,Repackage
north,Modern Trade,MegaBeverages,TEA,Sparkling Water,49449,5576,5.0,85.36,78.28,46.57,18.27,31.49,42.03,38.55,500000.0,August 2021,70000 liters,New Flavor
north,Modern Trade,MegaBeverages,water,Sparkling Water,73798,14069,5.0,86.21,48.13,16.12,29.16,26.72,27.66,28.03,string_value,2022-03,85 kiloliters,Repackage
CENTRAL,Modern Trade,SmallBrand,water,Green Tea,39129,22992,15.0,80.13,70.19,46.31,29.51,10.08,34.26,27.85,300000.50,2021/11/15,85000 liters,Downsize
north,Traditional Trade,FreshDrinks,tea,Herbal Tea,91940,14841,0,44.3,81.37,39.65,17.81,16.24,23.3,35.26,100000,2022-03,70 kiloliters,Upsize
central,Modern Trade,MegaBeverages,TEA,Green Tea,53823,14104,-2.5,47.3,35.14,46.12,1.03,2.3,42.71,46.45,100000,2020-12,70 kiloliters,New Flavor
central,Modern Trade,TinyStartups,WATER,Green Tea,30485,20938,5.0,99.73,76.5,33.31,27.12,28.36,53.23,23.85,1200000,2020-12,70000 liters,New Flavor
south,Traditional Trade,TinyStartups,soft drinks,Herbal Tea,83154,16997,10.5,37.24,73.02,11.78,17.54,14.26,19.41,38.14,100000,2022-03,85000 liters,Upsize
south,Modern Trade,BigCo,Water,Flavored Water,83540,18423,0,42.65,44.99,44.73,11.61,23.72,33.05,31.53,string_value,August 2021,70 kiloliters,New Flavor
south,Traditional Trade,BigCo,tea,Sparkling Water,64373,16780,0,39.1,89.27,9.21,25.05,38.36,56.2,45.29,300000.50,August 2021,70 kiloliters,New Flavor
south,Traditional Trade,BigCo,TEA,Green Tea,80598,18719,0,52.94,38.38,10.65,12.6,13.38,36.43,30.32,500000.0,August 2021,85 kiloliters,New Flavor
SOUTH,Modern Trade,FreshDrinks,SOFT DRINKS,Herbal Tea,48914,18218,15.0,44.71,37.84,13.55,1.99,39.63,29.61,31.45,500000.0,2021/11/15,85000 liters,Downsize
central,Modern Trade,FreshDrinks,water,Diet Soda,44133,20791,5.0,64.84,74.06,15.21,24.81,26.04,42.54,30.17,string_value,2020-12,85000 liters,New Flavor
CENTRAL,Traditional Trade,FreshDrinks,Water,Green Tea,33263,16514,15.0,63.32,50.43,25.72,16.83,11.2,62.79,41.06,100000,2020-12,70 kiloliters,New Segment
North,Modern Trade,SmallBrand,Water,Sparkling Water,67121,16112,5.0,93.11,43.16,35.67,10.81,18.6,29.56,37.87,500000.0,2020-12,85000 liters,New Flavor
Central,Traditional Trade,FreshDrinks,TEA,Flavored Water,52245,13290,5.0,32.43,32.51,46.31,8.28,30.14,51.13,30.22,100000,2021/11/15,85000 liters,New Segment
CENTRAL,Traditional Trade,BigCo,Water,Green Tea,48757,16314,-2.5,52.39,73.57,4.42,18.22,18.97,41.06,32.99,string_value,2020-12,85000 liters,New Flavor
south,Traditional Trade,MegaBeverages,Soft Drinks,Green Tea,41622,21298,unknown,71.77,75.04,47.72,7.03,4.6,60.72,24.87,500000.0,2022-03,85 kiloliters,New Segment
CENTRAL,Modern Trade,MegaBeverages,Tea,Herbal Tea,80324,8687,unknown,72.34,59.66,46.07,10.39,8.41,24.44,39.72,1200000,2021-08-01,70 kiloliters,Upsize
South,Traditional Trade,MegaBeverages,tea,Diet Soda,39693,25442,5.0,63.61,87.01,2.7,19.46,32.07,43.68,29.38,300000.50,2021/11/15,70000 liters,Downsize
NORTH,Modern Trade,FreshDrinks,WATER,Diet Soda,38507,21517,5.0,87.1,42.27,18.02,26.56,26.64,62.01,49.25,100000,2021-08-01,85000 liters,New Flavor
North,Modern Trade,TinyStartups,soft drinks,Flavored Water,83235,16059,15.0,34.39,35.37,40.66,16.45,23.65,22.77,42.97,100000,2022-03,70 kiloliters,Upsize
CENTRAL,Modern Trade,MegaBeverages,Tea,Sparkling Water,69374,11976,10.5,87.08,67.42,30.58,23.01,8.37,33.77,39.98,100000,August 2021,70000 liters,New Flavor
NORTH,Modern Trade,MegaBeverages,TEA,Flavored Water,75801,7154,10.5,64.63,73.09,38.95,23.13,33.83,38.95,32.6,100000,August 2021,85 kiloliters,Upsize
CENTRAL,Traditional Trade,FreshDrinks,water,Green Tea,33325,14897,10.5,39.36,35.74,35.95,20.27,38.51,35.29,23.18,string_value,August 2021,70 kiloliters,New Flavor
NORTH,Modern Trade,MegaBeverages,WATER,Green Tea,91191,12042,unknown,92.0,25.36,24.84,8.13,3.55,18.64,42.48,string_value,2021/11/15,85 kiloliters,Upsize
SOUTH,Traditional Trade,BigCo,soft drinks,Diet Soda,52474,12855,unknown,75.45,76.74,2.06,26.14,4.97,41.03,35.86,string_value,August 2021,70 kiloliters,New Flavor
South,Traditional Trade,MegaBeverages,WATER,Sparkling Water,85296,15252,-2.5,41.45,88.36,29.21,13.65,35.62,66.37,43.64,string_value,2021/11/15,85 kiloliters,New Flavor
SOUTH,Modern Trade,BigCo,soft drinks,Herbal Tea,53819,17764,5.0,32.36,65.13,2.43,2.28,32.99,24.17,41.83,500000.0,2021/11/15,70 kiloliters,Downsize
SOUTH,Traditional Trade,SmallBrand,Tea,Sparkling Water,52974,11786,15.0,39.88,39.45,30.19,8.09,25.48,27.54,31.05,string_value,2021-08-01,85 kiloliters,Completely New
CENTRAL,Traditional Trade,BigCo,soft drinks,Green Tea,60100,22111,0,72.62,89.77,40.02,23.2,37.91,30.71,49.66,500000.0,August 2021,70000 liters,Upsize
north,Modern Trade,MegaBeverages,Soft Drinks,Herbal Tea,27076,26936,-2.5,42.55,82.53,29.25,3.0,26.56,53.3,37.25,1200000,2020-12,70 kiloliters,Downsize
Central,Traditional Trade,MegaBeverages,soft drinks,Sparkling Water,32550,20545,unknown,45.8,55.94,49.85,5.27,10.21,38.05,37.66,string_value,August 2021,70000 liters,Downsize
SOUTH,Traditional Trade,SmallBrand,Tea,Sparkling Water,119830,16622,10.5,31.76,77.77,22.79,21.13,29.69,23.82,20.39,1200000,August 2021,85000 liters,Upsize
Central,Traditional Trade,BigCo,Water,Herbal Tea,51643,11011,15.0,80.61,77.11,37.44,26.89,26.54,53.08,40.52,string_value,August 2021,70000 liters,New Flavor
NORTH,Traditional Trade,BigCo,tea,Green Tea,63320,17673,5.0,86.73,85.44,33.36,19.38,39.46,51.87,41.55,1200000,2020-12,70 kiloliters,New Flavor
central,Modern Trade,BigCo,water,Sparkling Water,61980,20346,15.0,85.78,78.86,49.57,7.45,10.13,25.57,40.71,300000.50,2020-12,70000 liters,Repackage
North,Traditional Trade,BigCo,SOFT DRINKS,Herbal Tea,66516,11868,15.0,38.93,65.06,35.66,2.55,24.72,49.86,30.36,1200000,2021/11/15,70 kiloliters,Upsize
central,Traditional Trade,BigCo,soft drinks,Green Tea,20448,11706,0,93.23,62.65,8.2,18.84,31.65,27.38,34.5,500000.0,2020-12,85 kiloliters,Downsize
north,Traditional Trade,FreshDrinks,SOFT DRINKS,Herbal Tea,31982,25368,0,77.06,52.72,47.78,2.37,14.88,47.55,40.45,100000,2021/11/15,85000 liters,Downsize
NORTH,Traditional Trade,BigCo,soft drinks,Herbal Tea,124494,13127,-2.5,92.83,63.85,33.39,18.77,16.43,34.88,40.54,1200000,2021-08-01,70000 liters,Upsize
South,Modern Trade,BigCo,SOFT DRINKS,Sparkling Water,59724,14561,5.0,61.3,75.67,2.97,7.54,35.74,52.94,45.54,100000,2021/11/15,85000 liters,Upsize
North,Traditional Trade,TinyStartups,Water,Green Tea,21350,19469,0,60.59,87.83,32.88,27.24,17.36,54.31,47.7,300000.50,August 2021,70000 liters,Downsize
South,Modern Trade,MegaBeverages,water,Sparkling Water,47217,21256,5.0,84.92,52.71,44.16,14.78,25.74,26.86,24.38,300000.50,2022-03,70 kiloliters,New Flavor
South,Traditional Trade,MegaBeverages,Soft Drinks,Flavored Water,72838,9927,unknown,36.53,60.16,28.85,7.49,35.79,23.73,43.93,500000.0,2022-03,70000 liters,Upsize
SOUTH,Modern Trade,MegaBeverages,tea,Flavored Water,110672,15869,-2.5,66.46,51.14,17.7,25.74,9.97,40.74,31.94,500000.0,August 2021,85000 liters,Upsize
CENTRAL,Modern Trade,SmallBrand,TEA,Green Tea,58800,15006,-2.5,88.55,66.79,41.05,8.37,39.31,50.0,32.34,1200000,2021/11/15,70000 liters,Completely New
central,Modern Trade,BigCo,soft drinks,Herbal Tea,47536,13599,15.0,88.11,64.09,39.13,9.89,28.67,42.97,31.68,string_value,August 2021,85000 liters,Upsize
CENTRAL,Modern Trade,TinyStartups,WATER,Sparkling Water,29258,24297,-2.5,96.93,21.25,27.21,25.19,20.85,27.84,31.38,300000.50,2020-12,85000 liters,Downsize
Central,Modern Trade,FreshDrinks,TEA,Sparkling Water,47314,17265,5.0,78.88,57.88,7.72,9.95,18.37,69.91,38.02,100000,2021/11/15,70 kiloliters,New Flavor
NORTH,Traditional Trade,BigCo,tea,Green Tea,33098,18868,0,44.54,26.19,12.55,12.89,38.27,41.02,27.93,string_value,August 2021,85 kiloliters,New Flavor
north,Traditional Trade,SmallBrand,Tea,Green Tea,48952,19494,15.0,31.42,21.85,36.92,11.08,9.82,23.73,30.03,300000.50,2020-12,85 kiloliters,Repackage
Central,Traditional Trade,BigCo,soft drinks,Flavored Water,28043,13557,-2.5,63.56,75.38,40.3,4.38,13.84,60.67,20.57,1200000,2020-12,70000 liters,New Segment
North,Modern Trade,BigCo,Tea,Diet Soda,69706,14271,10.5,65.96,38.11,13.96,2.13,13.7,20.28,28.96,300000.50,2021/11/15,85000 liters,Upsize
north,Traditional Trade,TinyStartups,TEA,Green Tea,50595,17387,5.0,46.82,43.85,18.4,22.01,12.98,59.04,35.65,500000.0,2021-08-01,70 kiloliters,Downsize
south,Modern Trade,FreshDrinks,tea,Diet Soda,71583,9873,-2.5,38.73,24.49,3.88,19.71,19.8,36.83,41.61,100000,2021-08-01,85 kiloliters,New Flavor
South,Modern Trade,FreshDrinks,tea,Green Tea,46071,20918,unknown,71.03,32.57,35.67,9.19,39.59,22.86,22.65,100000,2020-12,70 kiloliters,New Segment
SOUTH,Traditional Trade,BigCo,Water,Herbal Tea,86689,12270,10.5,83.5,73.59,0.18,9.57,35.77,64.18,36.14,500000.0,2021-08-01,70 kiloliters,New Flavor
SOUTH,Traditional Trade,MegaBeverages,soft drinks,Herbal Tea,61610,12933,-2.5,99.52,54.55,2.33,28.41,14.46,35.64,44.1,string_value,2020-12,85000 liters,New Segment
North,Modern Trade,FreshDrinks,SOFT DRINKS,Flavored Water,20498,19852,5.0,83.08,81.65,0.22,29.64,18.07,49.09,40.2,500000.0,2021-08-01,70000 liters,Downsize
Central,Modern Trade,MegaBeverages,water,Flavored Water,36713,16438,5.0,85.55,47.81,32.27,14.73,27.44,30.04,32.03,100000,2020-12,85000 liters,New Flavor
North,Traditional Trade,MegaBeverages,WATER,Diet Soda,38032,17575,10.5,73.15,38.81,20.87,24.27,2.65,43.85,21.95,1200000,2020-12,85 kiloliters,Repackage
NORTH,Traditional Trade,BigCo,SOFT DRINKS,Green Tea,39831,10629,5.0,99.01,44.33,14.88,22.36,33.17,24.08,27.02,string_value,2020-12,85 kiloliters,Completely New
NORTH,Traditional Trade,BigCo,Tea,Sparkling Water,32947,16261,15.0,74.8,69.89,45.64,9.62,35.43,60.35,37.46,300000.50,2020-12,70 kiloliters,New Flavor
South,Traditional Trade,TinyStartups,Tea,Flavored Water,73171,16235,10.5,90.22,58.85,9.64,2.7,34.57,32.65,44.91,1200000,2022-03,85000 liters,Repackage
south,Modern Trade,MegaBeverages,SOFT DRINKS,Sparkling Water,31170,19508,unknown,96.2,83.29,19.47,5.13,16.25,54.49,44.65,string_value,2021-08-01,85000 liters,New Segment
South,Traditional Trade,SmallBrand,Tea,Sparkling Water,46319,11421,-2.5,95.09,62.15,47.02,25.31,19.56,52.46,28.21,100000,2020-12,70 kiloliters,New Segment
Central,Traditional Trade,MegaBeverages,Water,Green Tea,52516,18185,0,56.7,54.51,21.36,22.21,2.47,40.16,16.04,100000,August 2021,70000 liters,Completely New
NORTH,Traditional Trade,FreshDrinks,TEA,Diet Soda,123080,13177,-2.5,35.51,75.0,27.73,20.27,17.18,45.25,49.44,1200000,2021/11/15,70 kiloliters,Upsize
Central,Modern Trade,BigCo,tea,Green Tea,28573,27320,10.5,42.03,86.33,4.02,4.79,19.5,67.22,36.55,string_value,August 2021,70 kiloliters,Downsize
SOUTH,Modern Trade,MegaBeverages,tea,Flavored Water,77356,5283,5.0,34.15,44.91,39.51,19.56,36.47,31.9,36.25,300000.50,August 2021,85 kiloliters,Repackage
central,Modern Trade,BigCo,Soft Drinks,Sparkling Water,59774,13606,15.0,37.38,37.49,21.14,23.39,35.97,21.94,32.15,300000.50,2022-03,85000 liters,Upsize
North,Modern Trade,MegaBeverages,Water,Green Tea,117417,11333,10.5,42.93,63.14,40.03,25.96,38.71,18.05,38.48,500000.0,2021-08-01,85 kiloliters,Upsize
north,Traditional Trade,MegaBeverages,TEA,Green Tea,124746,13902,-2.5,53.88,54.92,12.69,1.38,35.63,25.54,21.15,1200000,2022-03,70 kiloliters,Upsize
South,Modern Trade,SmallBrand,SOFT DRINKS,Green Tea,42146,14532,5.0,68.05,89.24,21.12,20.85,2.31,41.67,32.32,string_value,2021-08-01,85000 liters,New Segment
south,Traditional Trade,FreshDrinks,TEA,Flavored Water,31994,19509,10.5,79.82,52.37,39.33,1.55,26.38,69.65,35.15,1200000,2020-12,70 kiloliters,Downsize
CENTRAL,Traditional Trade,BigCo,WATER,Diet Soda,120940,13947,15.0,44.76,25.2,48.69,21.5,4.59,51.75,20.38,300000.50,2022-03,70 kiloliters,Upsize
South,Traditional Trade,BigCo,tea,Green Tea,47086,4620,-2.5,77.08,88.42,2.98,19.43,12.36,19.32,27.81,string_value,2021/11/15,70000 liters,Upsize
South,Traditional Trade,BigCo,WATER,Flavored Water,44157,21794,-2.5,79.3,79.05,40.62,5.3,23.98,26.79,41.9,100000,2021-08-01,85 kiloliters,New Flavor
